Width,Height,Roi.X1,Roi.Y1,Roi.X2,Roi.Y2,ClassId,Path
74,67,7,6,68,61,20,Train/20/00020_00005_00029.png
34,33,6,5,29,28,13,Train/13/00013_00069_00003.png
131,117,11,10,120,106,25,Train/25/00025_00003_00020.png
54,55,5,6,49,50,13,Train/13/00013_00069_00023.png
131,117,11,10,120,106,25,Train/25/00025_00003_00020.png
110,103,10,9,101,94,23,Train/23/00023_00000_00028.png
41,39,5,6,36,34,18,Train/18/00018_00011_00014.png
54,55,5,6,49,50,13,Train/13/00013_00069_00023.png
74,67,7,6,68,61,20,Train/20/00020_00005_00029.png
35,32,5,5,29,27,30,Train/30/00030_00001_00001.png
41,39,5,6,36,34,18,Train/18/00018_00011_00014.png
54,55,5,6,49,50,13,Train/13/00013_00069_00023.png
74,67,7,6,68,61,20,Train/20/00020_00005_00029.png
54,55,5,6,49,50,13,Train/13/00013_00069_00023.png
34,33,6,5,29,28,13,Train/13/00013_00069_00003.png
131,117,11,10,120,106,25,Train/25/00025_00003_00020.png
54,55,5,6,49,50,13,Train/13/00013_00069_00023.png
59,52,6,5,54,47,25,Train/25/00025_00004_00023.png
34,33,6,5,29,28,13,Train/13/00013_00069_00003.png
48,45,5,5,43,40,13,Train/13/00013_00028_00013.png
35,32,5,5,29,27,30,Train/30/00030_00001_00001.png
74,67,7,6,68,61,20,Train/20/00020_00005_00029.png
54,55,5,6,49,50,13,Train/13/00013_00069_00023.png
64,63,6,6,59,58,26,Train/26/00026_00001_00021.png
74,67,7,6,68,61,20,Train/20/00020_00005_00029.png
54,55,5,6,49,50,13,Train/13/00013_00069_00023.png
48,45,5,5,43,40,13,Train/13/00013_00028_00013.png
110,103,10,9,101,94,23,Train/23/00023_00000_00028.png
74,67,7,6,68,61,20,Train/20/00020_00005_00029.png
64,63,6,6,59,58,26,Train/26/00026_00001_00021.png
110,103,10,9,101,94,23,Train/23/00023_00000_00028.png
34,33,6,5,29,28,13,Train/13/00013_00069_00003.png
34,33,6,5,29,28,13,Train/13/00013_00069_00003.png
48,45,5,5,43,40,13,Train/13/00013_00028_00013.png
110,103,10,9,101,94,23,Train/23/00023_00000_00028.png
48,45,5,5,43,40,13,Train/13/00013_00028_00013.png
110,103,10,9,101,94,23,Train/23/00023_00000_00028.png
48,45,5,5,43,40,13,Train/13/00013_00028_00013.png
48,45,5,5,43,40,13,Train/13/00013_00028_00013.png
35,32,5,5,29,27,30,Train/30/00030_00001_00001.png
64,63,6,6,59,58,26,Train/26/00026_00001_00021.png
64,63,6,6,59,58,26,Train/26/00026_00001_00021.png
64,63,6,6,59,58,26,Train/26/00026_00001_00021.png
110,103,10,9,101,94,23,Train/23/00023_00000_00028.png
34,33,6,5,29,28,13,Train/13/00013_00069_00003.png
54,55,5,6,49,50,13,Train/13/00013_00069_00023.png
41,39,5,6,36,34,18,Train/18/00018_00011_00014.png
41,39,5,6,36,34,18,Train/18/00018_00011_00014.png
54,55,5,6,49,50,13,Train/13/00013_00069_00023.png
63,58,5,5,58,53,11,Train/11/00011_00003_00019.png
63,58,5,5,58,53,11,Train/11/00011_00003_00019.png
35,32,5,5,29,27,30,Train/30/00030_00001_00001.png
34,33,6,5,29,28,13,Train/13/00013_00069_00003.png
63,58,5,5,58,53,11,Train/11/00011_00003_00019.png
48,45,5,5,43,40,13,Train/13/00013_00028_00013.png
131,117,11,10,120,106,25,Train/25/00025_00003_00020.png
41,39,5,6,36,34,18,Train/18/00018_00011_00014.png
131,117,11,10,120,106,25,Train/25/00025_00003_00020.png
59,52,6,5,54,47,25,Train/25/00025_00004_00023.png
131,117,11,10,120,106,25,Train/25/00025_00003_00020.png
48,45,5,5,43,40,13,Train/13/00013_00028_00013.png
34,33,6,5,29,28,13,Train/13/00013_00069_00003.png
74,67,7,6,68,61,20,Train/20/00020_00005_00029.png
59,52,6,5,54,47,25,Train/25/00025_00004_00023.png
110,103,10,9,101,94,23,Train/23/00023_00000_00028.png
110,103,10,9,101,94,23,Train/23/00023_00000_00028.png
59,52,6,5,54,47,25,Train/25/00025_00004_00023.png
35,32,5,5,29,27,30,Train/30/00030_00001_00001.png
131,117,11,10,120,106,25,Train/25/00025_00003_00020.png
64,63,6,6,59,58,26,Train/26/00026_00001_00021.png
64,63,6,6,59,58,26,Train/26/00026_00001_00021.png
59,52,6,5,54,47,25,Train/25/00025_00004_00023.png
59,52,6,5,54,47,25,Train/25/00025_00004_00023.png
110,103,10,9,101,94,23,Train/23/00023_00000_00028.png
35,32,5,5,29,27,30,Train/30/00030_00001_00001.png
74,67,7,6,68,61,20,Train/20/00020_00005_00029.png
59,52,6,5,54,47,25,Train/25/00025_00004_00023.png
35,32,5,5,29,27,30,Train/30/00030_00001_00001.png
41,39,5,6,36,34,18,Train/18/00018_00011_00014.png
34,33,6,5,29,28,13,Train/13/00013_00069_00003.png
110,103,10,9,101,94,23,Train/23/00023_00000_00028.png
64,63,6,6,59,58,26,Train/26/00026_00001_00021.png
63,58,5,5,58,53,11,Train/11/00011_00003_00019.png
110,103,10,9,101,94,23,Train/23/00023_00000_00028.png
63,58,5,5,58,53,11,Train/11/00011_00003_00019.png
35,32,5,5,29,27,30,Train/30/00030_00001_00001.png
110,103,10,9,101,94,23,Train/23/00023_00000_00028.png
41,39,5,6,36,34,18,Train/18/00018_00011_00014.png
64,63,6,6,59,58,26,Train/26/00026_00001_00021.png
41,39,5,6,36,34,18,Train/18/00018_00011_00014.png
54,55,5,6,49,50,13,Train/13/00013_00069_00023.png
41,39,5,6,36,34,18,Train/18/00018_00011_00014.png
74,67,7,6,68,61,20,Train/20/00020_00005_00029.png
63,58,5,5,58,53,11,Train/11/00011_00003_00019.png
48,45,5,5,43,40,13,Train/13/00013_00028_00013.png
34,33,6,5,29,28,13,Train/13/00013_00069_00003.png
54,55,5,6,49,50,13,Train/13/00013_00069_00023.png
131,117,11,10,120,106,25,Train/25/00025_00003_00020.png
54,55,5,6,49,50,13,Train/13/00013_00069_00023.png
131,117,11,10,120,106,25,Train/25/00025_00003_00020.png
131,117,11,10,120,106,25,Train/25/00025_00003_00020.png
35,32,5,5,29,27,30,Train/30/00030_00001_00001.png
131,117,11,10,120,106,25,Train/25/00025_00003_00020.png
64,63,6,6,59,58,26,Train/26/00026_00001_00021.png
59,52,6,5,54,47,25,Train/25/00025_00004_00023.png
63,58,5,5,58,53,11,Train/11/00011_00003_00019.png
131,117,11,10,120,106,25,Train/25/00025_00003_00020.png
48,45,5,5,43,40,13,Train/13/00013_00028_00013.png
74,67,7,6,68,61,20,Train/20/00020_00005_00029.png
59,52,6,5,54,47,25,Train/25/00025_00004_00023.png
64,63,6,6,59,58,26,Train/26/00026_00001_00021.png
110,103,10,9,101,94,23,Train/23/00023_00000_00028.png
110,103,10,9,101,94,23,Train/23/00023_00000_00028.png
35,32,5,5,29,27,30,Train/30/00030_00001_00001.png
74,67,7,6,68,61,20,Train/20/00020_00005_00029.png
34,33,6,5,29,28,13,Train/13/00013_00069_00003.png
48,45,5,5,43,40,13,Train/13/00013_00028_00013.png
63,58,5,5,58,53,11,Train/11/00011_00003_00019.png
110,103,10,9,101,94,23,Train/23/00023_00000_00028.png
64,63,6,6,59,58,26,Train/26/00026_00001_00021.png
110,103,10,9,101,94,23,Train/23/00023_00000_00028.png
41,39,5,6,36,34,18,Train/18/00018_00011_00014.png
35,32,5,5,29,27,30,Train/30/00030_00001_00001.png
54,55,5,6,49,50,13,Train/13/00013_00069_00023.png
59,52,6,5,54,47,25,Train/25/00025_00004_00023.png
48,45,5,5,43,40,13,Train/13/00013_00028_00013.png
41,39,5,6,36,34,18,Train/18/00018_00011_00014.png
64,63,6,6,59,58,26,Train/26/00026_00001_00021.png
48,45,5,5,43,40,13,Train/13/00013_00028_00013.png
48,45,5,5,43,40,13,Train/13/00013_00028_00013.png
59,52,6,5,54,47,25,Train/25/00025_00004_00023.png
74,67,7,6,68,61,20,Train/20/00020_00005_00029.png
59,52,6,5,54,47,25,Train/25/00025_00004_00023.png
41,39,5,6,36,34,18,Train/18/00018_00011_00014.png
131,117,11,10,120,106,25,Train/25/00025_00003_00020.png
64,63,6,6,59,58,26,Train/26/00026_00001_00021.png
35,32,5,5,29,27,30,Train/30/00030_00001_00001.png
64,63,6,6,59,58,26,Train/26/00026_00001_00021.png
131,117,11,10,120,106,25,Train/25/00025_00003_00020.png
131,117,11,10,120,106,25,Train/25/00025_00003_00020.png
35,32,5,5,29,27,30,Train/30/00030_00001_00001.png
35,32,5,5,29,27,30,Train/30/00030_00001_00001.png
74,67,7,6,68,61,20,Train/20/00020_00005_00029.png
74,67,7,6,68,61,20,Train/20/00020_00005_00029.png
35,32,5,5,29,27,30,Train/30/00030_00001_00001.png
41,39,5,6,36,34,18,Train/18/00018_00011_00014.png
59,52,6,5,54,47,25,Train/25/00025_00004_00023.png
74,67,7,6,68,61,20,Train/20/00020_00005_00029.png
59,52,6,5,54,47,25,Train/25/00025_00004_00023.png
54,55,5,6,49,50,13,Train/13/00013_00069_00023.png
59,52,6,5,54,47,25,Train/25/00025_00004_00023.png
35,32,5,5,29,27,30,Train/30/00030_00001_00001.png
34,33,6,5,29,28,13,Train/13/00013_00069_00003.png
131,117,11,10,120,106,25,Train/25/00025_00003_00020.png
54,55,5,6,49,50,13,Train/13/00013_00069_00023.png
110,103,10,9,101,94,23,Train/23/00023_00000_00028.png
48,45,5,5,43,40,13,Train/13/00013_00028_00013.png
63,58,5,5,58,53,11,Train/11/00011_00003_00019.png
131,117,11,10,120,106,25,Train/25/00025_00003_00020.png
41,39,5,6,36,34,18,Train/18/00018_00011_00014.png
41,39,5,6,36,34,18,Train/18/00018_00011_00014.png
131,117,11,10,120,106,25,Train/25/00025_00003_00020.png
48,45,5,5,43,40,13,Train/13/00013_00028_00013.png
110,103,10,9,101,94,23,Train/23/00023_00000_00028.png
54,55,5,6,49,50,13,Train/13/00013_00069_00023.png
131,117,11,10,120,106,25,Train/25/00025_00003_00020.png
74,67,7,6,68,61,20,Train/20/00020_00005_00029.png
35,32,5,5,29,27,30,Train/30/00030_00001_00001.png
64,63,6,6,59,58,26,Train/26/00026_00001_00021.png
48,45,5,5,43,40,13,Train/13/00013_00028_00013.png
35,32,5,5,29,27,30,Train/30/00030_00001_00001.png
41,39,5,6,36,34,18,Train/18/00018_00011_00014.png
54,55,5,6,49,50,13,Train/13/00013_00069_00023.png
54,55,5,6,49,50,13,Train/13/00013_00069_00023.png
41,39,5,6,36,34,18,Train/18/00018_00011_00014.png
34,33,6,5,29,28,13,Train/13/00013_00069_00003.png
48,45,5,5,43,40,13,Train/13/00013_00028_00013.png
35,32,5,5,29,27,30,Train/30/00030_00001_00001.png
41,39,5,6,36,34,18,Train/18/00018_00011_00014.png
34,33,6,5,29,28,13,Train/13/00013_00069_00003.png
41,39,5,6,36,34,18,Train/18/00018_00011_00014.png
64,63,6,6,59,58,26,Train/26/00026_00001_00021.png
41,39,5,6,36,34,18,Train/18/00018_00011_00014.png
131,117,11,10,120,106,25,Train/25/00025_00003_00020.png
63,58,5,5,58,53,11,Train/11/00011_00003_00019.png
54,55,5,6,49,50,13,Train/13/00013_00069_00023.png
74,67,7,6,68,61,20,Train/20/00020_00005_00029.png
59,52,6,5,54,47,25,Train/25/00025_00004_00023.png
35,32,5,5,29,27,30,Train/30/00030_00001_00001.png
48,45,5,5,43,40,13,Train/13/00013_00028_00013.png
41,39,5,6,36,34,18,Train/18/00018_00011_00014.png
35,32,5,5,29,27,30,Train/30/00030_00001_00001.png
41,39,5,6,36,34,18,Train/18/00018_00011_00014.png
131,117,11,10,120,106,25,Train/25/00025_00003_00020.png
59,52,6,5,54,47,25,Train/25/00025_00004_00023.png
54,55,5,6,49,50,13,Train/13/00013_00069_00023.png
48,45,5,5,43,40,13,Train/13/00013_00028_00013.png
54,55,5,6,49,50,13,Train/13/00013_00069_00023.png
59,52,6,5,54,47,25,Train/25/00025_00004_00023.png
35,32,5,5,29,27,30,Train/30/00030_00001_00001.png
110,103,10,9,101,94,23,Train/23/00023_00000_00028.png
64,63,6,6,59,58,26,Train/26/00026_00001_00021.png
41,39,5,6,36,34,18,Train/18/00018_00011_00014.png
131,117,11,10,120,106,25,Train/25/00025_00003_00020.png
41,39,5,6,36,34,18,Train/18/00018_00011_00014.png
74,67,7,6,68,61,20,Train/20/00020_00005_00029.png
64,63,6,6,59,58,26,Train/26/00026_00001_00021.png
131,117,11,10,120,106,25,Train/25/00025_00003_00020.png
74,67,7,6,68,61,20,Train/20/00020_00005_00029.png
59,52,6,5,54,47,25,Train/25/00025_00004_00023.png
63,58,5,5,58,53,11,Train/11/00011_00003_00019.png
54,55,5,6,49,50,13,Train/13/00013_00069_00023.png
110,103,10,9,101,94,23,Train/23/00023_00000_00028.png
110,103,10,9,101,94,23,Train/23/00023_00000_00028.png
74,67,7,6,68,61,20,Train/20/00020_00005_00029.png
54,55,5,6,49,50,13,Train/13/00013_00069_00023.png
63,58,5,5,58,53,11,Train/11/00011_00003_00019.png
35,32,5,5,29,27,30,Train/30/00030_00001_00001.png
54,55,5,6,49,50,13,Train/13/00013_00069_00023.png
34,33,6,5,29,28,13,Train/13/00013_00069_00003.png
41,39,5,6,36,34,18,Train/18/00018_00011_00014.png
63,58,5,5,58,53,11,Train/11/00011_00003_00019.png
74,67,7,6,68,61,20,Train/20/00020_00005_00029.png
59,52,6,5,54,47,25,Train/25/00025_00004_00023.png
59,52,6,5,54,47,25,Train/25/00025_00004_00023.png
64,63,6,6,59,58,26,Train/26/00026_00001_00021.png
35,32,5,5,29,27,30,Train/30/00030_00001_00001.png
64,63,6,6,59,58,26,Train/26/00026_00001_00021.png
110,103,10,9,101,94,23,Train/23/00023_00000_00028.png
34,33,6,5,29,28,13,Train/13/00013_00069_00003.png
48,45,5,5,43,40,13,Train/13/00013_00028_00013.png
59,52,6,5,54,47,25,Train/25/00025_00004_00023.png
41,39,5,6,36,34,18,Train/18/00018_00011_00014.png
63,58,5,5,58,53,11,Train/11/00011_00003_00019.png
48,45,5,5,43,40,13,Train/13/00013_00028_00013.png
41,39,5,6,36,34,18,Train/18/00018_00011_00014.png
63,58,5,5,58,53,11,Train/11/00011_00003_00019.png
110,103,10,9,101,94,23,Train/23/00023_00000_00028.png
64,63,6,6,59,58,26,Train/26/00026_00001_00021.png
48,45,5,5,43,40,13,Train/13/00013_00028_00013.png
110,103,10,9,101,94,23,Train/23/00023_00000_00028.png
34,33,6,5,29,28,13,Train/13/00013_00069_00003.png
34,33,6,5,29,28,13,Train/13/00013_00069_00003.png
59,52,6,5,54,47,25,Train/25/00025_00004_00023.png
59,52,6,5,54,47,25,Train/25/00025_00004_00023.png
41,39,5,6,36,34,18,Train/18/00018_00011_00014.png
131,117,11,10,120,106,25,Train/25/00025_00003_00020.png
34,33,6,5,29,28,13,Train/13/00013_00069_00003.png
54,55,5,6,49,50,13,Train/13/00013_00069_00023.png
59,52,6,5,54,47,25,Train/25/00025_00004_00023.png
131,117,11,10,120,106,25,Train/25/00025_00003_00020.png
63,58,5,5,58,53,11,Train/11/00011_00003_00019.png
74,67,7,6,68,61,20,Train/20/00020_00005_00029.png
54,55,5,6,49,50,13,Train/13/00013_00069_00023.png
48,45,5,5,43,40,13,Train/13/00013_00028_00013.png
48,45,5,5,43,40,13,Train/13/00013_00028_00013.png
110,103,10,9,101,94,23,Train/23/00023_00000_00028.png
63,58,5,5,58,53,11,Train/11/00011_00003_00019.png
74,67,7,6,68,61,20,Train/20/00020_00005_00029.png
34,33,6,5,29,28,13,Train/13/00013_00069_00003.png
110,103,10,9,101,94,23,Train/23/00023_00000_00028.png
54,55,5,6,49,50,13,Train/13/00013_00069_00023.png
41,39,5,6,36,34,18,Train/18/00018_00011_00014.png
74,67,7,6,68,61,20,Train/20/00020_00005_00029.png
35,32,5,5,29,27,30,Train/30/00030_00001_00001.png
54,55,5,6,49,50,13,Train/13/00013_00069_00023.png
54,55,5,6,49,50,13,Train/13/00013_00069_00023.png
131,117,11,10,120,106,25,Train/25/00025_00003_00020.png
34,33,6,5,29,28,13,Train/13/00013_00069_00003.png
59,52,6,5,54,47,25,Train/25/00025_00004_00023.png
41,39,5,6,36,34,18,Train/18/00018_00011_00014.png
54,55,5,6,49,50,13,Train/13/00013_00069_00023.png
131,117,11,10,120,106,25,Train/25/00025_00003_00020.png
131,117,11,10,120,106,25,Train/25/00025_00003_00020.png
54,55,5,6,49,50,13,Train/13/00013_00069_00023.png
48,45,5,5,43,40,13,Train/13/00013_00028_00013.png
110,103,10,9,101,94,23,Train/23/00023_00000_00028.png
41,39,5,6,36,34,18,Train/18/00018_00011_00014.png
34,33,6,5,29,28,13,Train/13/00013_00069_00003.png
54,55,5,6,49,50,13,Train/13/00013_00069_00023.png
48,45,5,5,43,40,13,Train/13/00013_00028_00013.png
35,32,5,5,29,27,30,Train/30/00030_00001_00001.png
74,67,7,6,68,61,20,Train/20/00020_00005_00029.png
48,45,5,5,43,40,13,Train/13/00013_00028_00013.png
34,33,6,5,29,28,13,Train/13/00013_00069_00003.png
48,45,5,5,43,40,13,Train/13/00013_00028_00013.png
41,39,5,6,36,34,18,Train/18/00018_00011_00014.png
63,58,5,5,58,53,11,Train/11/00011_00003_00019.png
110,103,10,9,101,94,23,Train/23/00023_00000_00028.png
74,67,7,6,68,61,20,Train/20/00020_00005_00029.png
34,33,6,5,29,28,13,Train/13/00013_00069_00003.png
64,63,6,6,59,58,26,Train/26/00026_00001_00021.png
64,63,6,6,59,58,26,Train/26/00026_00001_00021.png
41,39,5,6,36,34,18,Train/18/00018_00011_00014.png
63,58,5,5,58,53,11,Train/11/00011_00003_00019.png
35,32,5,5,29,27,30,Train/30/00030_00001_00001.png
54,55,5,6,49,50,13,Train/13/00013_00069_00023.png
54,55,5,6,49,50,13,Train/13/00013_00069_00023.png
64,63,6,6,59,58,26,Train/26/00026_00001_00021.png
35,32,5,5,29,27,30,Train/30/00030_00001_00001.png
110,103,10,9,101,94,23,Train/23/00023_00000_00028.png
48,45,5,5,43,40,13,Train/13/00013_00028_00013.png
35,32,5,5,29,27,30,Train/30/00030_00001_00001.png
74,67,7,6,68,61,20,Train/20/00020_00005_00029.png
48,45,5,5,43,40,13,Train/13/00013_00028_00013.png
41,39,5,6,36,34,18,Train/18/00018_00011_00014.png
63,58,5,5,58,53,11,Train/11/00011_00003_00019.png
48,45,5,5,43,40,13,Train/13/00013_00028_00013.png
35,32,5,5,29,27,30,Train/30/00030_00001_00001.png
110,103,10,9,101,94,23,Train/23/00023_00000_00028.png
48,45,5,5,43,40,13,Train/13/00013_00028_00013.png
41,39,5,6,36,34,18,Train/18/00018_00011_00014.png
41,39,5,6,36,34,18,Train/18/00018_00011_00014.png
131,117,11,10,120,106,25,Train/25/00025_00003_00020.png
41,39,5,6,36,34,18,Train/18/00018_00011_00014.png
59,52,6,5,54,47,25,Train/25/00025_00004_00023.png
34,33,6,5,29,28,13,Train/13/00013_00069_00003.png
41,39,5,6,36,34,18,Train/18/00018_00011_00014.png
48,45,5,5,43,40,13,Train/13/00013_00028_00013.png
48,45,5,5,43,40,13,Train/13/00013_00028_00013.png
74,67,7,6,68,61,20,Train/20/00020_00005_00029.png
64,63,6,6,59,58,26,Train/26/00026_00001_00021.png
41,39,5,6,36,34,18,Train/18/00018_00011_00014.png
54,55,5,6,49,50,13,Train/13/00013_00069_00023.png
34,33,6,5,29,28,13,Train/13/00013_00069_00003.png
59,52,6,5,54,47,25,Train/25/00025_00004_00023.png
54,55,5,6,49,50,13,Train/13/00013_00069_00023.png
54,55,5,6,49,50,13,Train/13/00013_00069_00023.png
131,117,11,10,120,106,25,Train/25/00025_00003_00020.png
54,55,5,6,49,50,13,Train/13/00013_00069_00023.png
131,117,11,10,120,106,25,Train/25/00025_00003_00020.png
48,45,5,5,43,40,13,Train/13/00013_00028_00013.png
54,55,5,6,49,50,13,Train/13/00013_00069_00023.png
59,52,6,5,54,47,25,Train/25/00025_00004_00023.png
110,103,10,9,101,94,23,Train/23/00023_00000_00028.png
48,45,5,5,43,40,13,Train/13/00013_00028_00013.png
64,63,6,6,59,58,26,Train/26/00026_00001_00021.png
34,33,6,5,29,28,13,Train/13/00013_00069_00003.png
41,39,5,6,36,34,18,Train/18/00018_00011_00014.png
54,55,5,6,49,50,13,Train/13/00013_00069_00023.png
110,103,10,9,101,94,23,Train/23/00023_00000_00028.png
41,39,5,6,36,34,18,Train/18/00018_00011_00014.png
64,63,6,6,59,58,26,Train/26/00026_00001_00021.png
74,67,7,6,68,61,20,Train/20/00020_00005_00029.png
54,55,5,6,49,50,13,Train/13/00013_00069_00023.png
74,67,7,6,68,61,20,Train/20/00020_00005_00029.png
63,58,5,5,58,53,11,Train/11/00011_00003_00019.png
54,55,5,6,49,50,13,Train/13/00013_00069_00023.png
59,52,6,5,54,47,25,Train/25/00025_00004_00023.png
35,32,5,5,29,27,30,Train/30/00030_00001_00001.png
63,58,5,5,58,53,11,Train/11/00011_00003_00019.png
64,63,6,6,59,58,26,Train/26/00026_00001_00021.png
54,55,5,6,49,50,13,Train/13/00013_00069_00023.png
110,103,10,9,101,94,23,Train/23/00023_00000_00028.png
41,39,5,6,36,34,18,Train/18/00018_00011_00014.png
34,33,6,5,29,28,13,Train/13/00013_00069_00003.png
74,67,7,6,68,61,20,Train/20/00020_00005_00029.png
110,103,10,9,101,94,23,Train/23/00023_00000_00028.png
48,45,5,5,43,40,13,Train/13/00013_00028_00013.png
64,63,6,6,59,58,26,Train/26/00026_00001_00021.png
63,58,5,5,58,53,11,Train/11/00011_00003_00019.png
54,55,5,6,49,50,13,Train/13/00013_00069_00023.png
64,63,6,6,59,58,26,Train/26/00026_00001_00021.png
63,58,5,5,58,53,11,Train/11/00011_00003_00019.png
63,58,5,5,58,53,11,Train/11/00011_00003_00019.png
34,33,6,5,29,28,13,Train/13/00013_00069_00003.png
63,58,5,5,58,53,11,Train/11/00011_00003_00019.png
35,32,5,5,29,27,30,Train/30/00030_00001_00001.png
63,58,5,5,58,53,11,Train/11/00011_00003_00019.png
48,45,5,5,43,40,13,Train/13/00013_00028_00013.png
63,58,5,5,58,53,11,Train/11/00011_00003_00019.png
34,33,6,5,29,28,13,Train/13/00013_00069_00003.png
74,67,7,6,68,61,20,Train/20/00020_00005_00029.png
63,58,5,5,58,53,11,Train/11/00011_00003_00019.png
74,67,7,6,68,61,20,Train/20/00020_00005_00029.png
64,63,6,6,59,58,26,Train/26/00026_00001_00021.png
74,67,7,6,68,61,20,Train/20/00020_00005_00029.png
34,33,6,5,29,28,13,Train/13/00013_00069_00003.png
59,52,6,5,54,47,25,Train/25/00025_00004_00023.png
48,45,5,5,43,40,13,Train/13/00013_00028_00013.png
59,52,6,5,54,47,25,Train/25/00025_00004_00023.png
131,117,11,10,120,106,25,Train/25/00025_00003_00020.png
63,58,5,5,58,53,11,Train/11/00011_00003_00019.png
34,33,6,5,29,28,13,Train/13/00013_00069_00003.png
131,117,11,10,120,106,25,Train/25/00025_00003_00020.png
35,32,5,5,29,27,30,Train/30/00030_00001_00001.png
131,117,11,10,120,106,25,Train/25/00025_00003_00020.png
64,63,6,6,59,58,26,Train/26/00026_00001_00021.png
64,63,6,6,59,58,26,Train/26/00026_00001_00021.png
41,39,5,6,36,34,18,Train/18/00018_00011_00014.png
59,52,6,5,54,47,25,Train/25/00025_00004_00023.png
48,45,5,5,43,40,13,Train/13/00013_00028_00013.png
41,39,5,6,36,34,18,Train/18/00018_00011_00014.png
35,32,5,5,29,27,30,Train/30/00030_00001_00001.png
35,32,5,5,29,27,30,Train/30/00030_00001_00001.png
110,103,10,9,101,94,23,Train/23/00023_00000_00028.png
35,32,5,5,29,27,30,Train/30/00030_00001_00001.png
131,117,11,10,120,106,25,Train/25/00025_00003_00020.png
41,39,5,6,36,34,18,Train/18/00018_00011_00014.png
63,58,5,5,58,53,11,Train/11/00011_00003_00019.png
54,55,5,6,49,50,13,Train/13/00013_00069_00023.png
131,117,11,10,120,106,25,Train/25/00025_00003_00020.png
131,117,11,10,120,106,25,Train/25/00025_00003_00020.png
63,58,5,5,58,53,11,Train/11/00011_00003_00019.png
35,32,5,5,29,27,30,Train/30/00030_00001_00001.png
110,103,10,9,101,94,23,Train/23/00023_00000_00028.png
